PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_Range
572,1,1,0,53.0,2,0,51.4792,0,3
573,1,1,1,36.0,0,0,26.3875,0,2
574,1,3,0,25.0,0,0,7.75,2,1
575,0,3,1,16.0,0,0,8.05,0,0
576,0,3,1,19.0,0,0,14.5,0,1
577,1,2,0,34.0,0,0,13.0,0,2
578,1,1,0,39.0,1,0,55.9,0,2
579,0,3,0,25.0,1,0,14.4583,1,1
580,1,3,1,32.0,0,0,7.925,0,2
581,1,2,0,25.0,1,1,30.0,0,1
582,1,1,0,39.0,1,1,110.8833,1,2
583,0,2,1,54.0,0,0,26.0,0,3
584,0,1,1,36.0,0,0,40.125,1,2
585,0,3,1,25.0,0,0,8.7125,1,1
586,1,1,0,18.0,0,2,79.65,0,1
587,0,2,1,47.0,0,0,15.0,0,2
588,1,1,1,60.0,1,1,79.2,1,3
589,0,3,1,22.0,0,0,8.05,0,1
590,0,3,1,25.0,0,0,8.05,0,1
591,0,3,1,35.0,0,0,7.125,0,2
592,1,1,0,52.0,1,0,78.2667,1,3
593,0,3,1,47.0,0,0,7.25,0,2
594,0,3,0,25.0,0,2,7.75,2,1
595,0,2,1,37.0,1,0,26.0,0,2
596,0,3,1,36.0,1,1,24.15,0,2
597,1,2,0,30.0,0,0,33.0,0,2
598,0,3,1,49.0,0,0,0.0,0,2
599,0,3,1,25.0,0,0,7.225,1,1
600,1,1,1,49.0,1,0,56.9292,1,2
601,1,2,0,24.0,2,1,27.0,0,1
602,0,3,1,25.0,0,0,7.8958,0,1
603,0,1,1,38.0,0,0,42.4,0,2
604,0,3,1,44.0,0,0,8.05,0,2
605,1,1,1,35.0,0,0,26.55,1,2
606,0,3,1,36.0,1,0,15.55,0,2
607,0,3,1,30.0,0,0,7.8958,0,2
608,1,1,1,27.0,0,0,30.5,0,1
609,1,2,0,22.0,1,2,41.5792,1,1
610,1,1,0,40.0,0,0,153.4625,0,2
611,0,3,0,39.0,1,5,31.275,0,2
612,0,3,1,25.0,0,0,7.05,0,1
613,1,3,0,25.0,1,0,15.5,2,1
614,0,3,1,25.0,0,0,7.75,2,1
615,0,3,1,35.0,0,0,8.05,0,2
616,1,2,0,24.0,1,2,65.0,0,1
617,0,3,1,34.0,1,1,14.4,0,2
618,0,3,0,26.0,1,0,16.1,0,1
619,1,2,0,4.0,2,1,39.0,0,0
620,0,2,1,26.0,0,0,10.5,0,1
621,0,3,1,27.0,1,0,14.4542,1,1
622,1,1,1,42.0,1,0,52.5542,0,2
623,1,3,1,20.0,1,1,15.7417,1,1
624,0,3,1,21.0,0,0,7.8542,0,1
625,0,3,1,21.0,0,0,16.1,0,1
626,0,1,1,61.0,0,0,32.3208,0,3
627,0,2,1,57.0,0,0,12.35,2,3
628,1,1,0,21.0,0,0,77.9583,0,1
629,0,3,1,26.0,0,0,7.8958,0,1
630,0,3,1,25.0,0,0,7.7333,2,1
631,1,1,1,80.0,0,0,30.0,0,3
632,0,3,1,51.0,0,0,7.0542,0,3
633,1,1,1,32.0,0,0,30.5,1,2
634,0,1,1,38.0,0,0,0.0,0,2
635,0,3,0,9.0,3,2,27.9,0,0
636,1,2,0,28.0,0,0,13.0,0,1
637,0,3,1,32.0,0,0,7.925,0,2
638,0,2,1,31.0,1,1,26.25,0,2
639,0,3,0,41.0,0,5,39.6875,0,2
640,0,3,1,25.0,1,0,16.1,0,1
641,0,3,1,20.0,0,0,7.8542,0,1
642,1,1,0,24.0,0,0,69.3,1,1
643,0,3,0,2.0,3,2,27.9,0,0
644,1,3,1,25.0,0,0,56.4958,0,1
645,1,3,0,0.75,2,1,19.2583,1,0
646,1,1,1,48.0,1,0,76.7292,1,2
647,0,3,1,19.0,0,0,7.8958,0,1
648,1,1,1,56.0,0,0,35.5,1,3
649,0,3,1,25.0,0,0,7.55,0,1
650,1,3,0,23.0,0,0,7.55,0,1
651,0,3,1,25.0,0,0,7.8958,0,1
652,1,2,0,18.0,0,1,23.0,0,1
653,0,3,1,21.0,0,0,8.4333,0,1
654,1,3,0,25.0,0,0,7.8292,2,1
655,0,3,0,18.0,0,0,6.75,2,1
656,0,2,1,24.0,2,0,73.5,0,1
657,0,3,1,25.0,0,0,7.8958,0,1
658,0,3,0,32.0,1,1,15.5,2,2
659,0,2,1,23.0,0,0,13.0,0,1
660,0,1,1,58.0,0,2,113.275,1,3
661,1,1,1,50.0,2,0,133.65,0,3
662,0,3,1,40.0,0,0,7.225,1,2
663,0,1,1,47.0,0,0,25.5875,0,2
664,0,3,1,36.0,0,0,7.4958,0,2
665,1,3,1,20.0,1,0,7.925,0,1
666,0,2,1,32.0,2,0,73.5,0,2
667,0,2,1,25.0,0,0,13.0,0,1
668,0,3,1,25.0,0,0,7.775,0,1
669,0,3,1,43.0,0,0,8.05,0,2
670,1,1,0,38.0,1,0,52.0,0,2
671,1,2,0,40.0,1,1,39.0,0,2
672,0,1,1,31.0,1,0,52.0,0,2
673,0,2,1,70.0,0,0,10.5,0,3
674,1,2,1,31.0,0,0,13.0,0,2
675,0,2,1,30.0,0,0,0.0,0,2
676,0,3,1,18.0,0,0,7.775,0,1
677,0,3,1,24.5,0,0,8.05,0,1
678,1,3,0,18.0,0,0,9.8417,0,1
679,0,3,0,43.0,1,6,46.9,0,2
680,1,1,1,36.0,0,1,512.3292,1,2
681,0,3,0,25.0,0,0,8.1375,2,1
682,1,1,1,27.0,0,0,76.7292,1,1
683,0,3,1,20.0,0,0,9.225,0,1
684,0,3,1,14.0,5,2,46.9,0,0
685,0,2,1,60.0,1,1,39.0,0,3
686,0,2,1,25.0,1,2,41.5792,1,1
687,0,3,1,14.0,4,1,39.6875,0,0
688,0,3,1,19.0,0,0,10.1708,0,1
689,0,3,1,18.0,0,0,7.7958,0,1
690,1,1,0,15.0,0,1,211.3375,0,0
691,1,1,1,31.0,1,0,57.0,0,2
692,1,3,0,4.0,0,1,13.4167,1,0
693,1,3,1,25.0,0,0,56.4958,0,1
694,0,3,1,25.0,0,0,7.225,1,1
695,0,1,1,60.0,0,0,26.55,0,3
696,0,2,1,52.0,0,0,13.5,0,3
697,0,3,1,44.0,0,0,8.05,0,2
698,1,3,0,25.0,0,0,7.7333,2,1
699,0,1,1,49.0,1,1,110.8833,1,2
700,0,3,1,42.0,0,0,7.65,0,2
701,1,1,0,18.0,1,0,227.525,1,1
702,1,1,1,35.0,0,0,26.2875,0,2
703,0,3,0,18.0,0,1,14.4542,1,1
704,0,3,1,25.0,0,0,7.7417,2,1
705,0,3,1,26.0,1,0,7.8542,0,1
706,0,2,1,39.0,0,0,26.0,0,2
707,1,2,0,45.0,0,0,13.5,0,2
708,1,1,1,42.0,0,0,26.2875,0,2
709,1,1,0,22.0,0,0,151.55,0,1
710,1,3,1,25.0,1,1,15.2458,1,1
711,1,1,0,24.0,0,0,49.5042,1,1
712,0,1,1,38.0,0,0,26.55,0,2
713,1,1,1,48.0,1,0,52.0,0,2
714,0,3,1,29.0,0,0,9.4833,0,1
715,0,2,1,52.0,0,0,13.0,0,3
716,0,3,1,19.0,0,0,7.65,0,1
717,1,1,0,38.0,0,0,227.525,1,2
718,1,2,0,27.0,0,0,10.5,0,1
719,0,3,1,25.0,0,0,15.5,2,1
720,0,3,1,33.0,0,0,7.775,0,2
721,1,2,0,6.0,0,1,33.0,0,0
722,0,3,1,17.0,1,0,7.0542,0,0
723,0,2,1,34.0,0,0,13.0,0,2
724,0,2,1,50.0,0,0,13.0,0,3
725,1,1,1,27.0,1,0,53.1,0,1
726,0,3,1,20.0,0,0,8.6625,0,1
727,1,2,0,30.0,3,0,21.0,0,2
728,1,3,0,25.0,0,0,7.7375,2,1
729,0,2,1,25.0,1,0,26.0,0,1
730,0,3,0,25.0,1,0,7.925,0,1
731,1,1,0,29.0,0,0,211.3375,0,1
732,0,3,1,11.0,0,0,18.7875,1,0
733,0,2,1,30.0,0,0,0.0,0,2
734,0,2,1,23.0,0,0,13.0,0,1
735,0,2,1,23.0,0,0,13.0,0,1
736,0,3,1,28.5,0,0,16.1,0,1
737,0,3,0,48.0,1,3,34.375,0,2
738,1,1,1,35.0,0,0,512.3292,1,2
739,0,3,1,25.0,0,0,7.8958,0,1
740,0,3,1,25.0,0,0,7.8958,0,1
741,1,1,1,38.0,0,0,30.0,0,2
742,0,1,1,36.0,1,0,78.85,0,2
743,1,1,0,21.0,2,2,262.375,1,1
744,0,3,1,24.0,1,0,16.1,0,1
745,1,3,1,31.0,0,0,7.925,0,2
746,0,1,1,70.0,1,1,71.0,0,3
747,0,3,1,16.0,1,1,20.25,0,0
748,1,2,0,30.0,0,0,13.0,0,2
749,0,1,1,19.0,1,0,53.1,0,1
750,0,3,1,31.0,0,0,7.75,2,2
751,1,2,0,4.0,1,1,23.0,0,0
752,1,3,1,6.0,0,1,12.475,0,0
753,0,3,1,33.0,0,0,9.5,0,2
754,0,3,1,23.0,0,0,7.8958,0,1
755,1,2,0,48.0,1,2,65.0,0,2
756,1,2,1,0.67,1,1,14.5,0,0
757,0,3,1,28.0,0,0,7.7958,0,1
758,0,2,1,18.0,0,0,11.5,0,1
759,0,3,1,34.0,0,0,8.05,0,2
760,1,1,0,33.0,0,0,86.5,0,2
761,0,3,1,25.0,0,0,14.5,0,1
762,0,3,1,41.0,0,0,7.125,0,2
763,1,3,1,20.0,0,0,7.2292,1,1
764,1,1,0,36.0,1,2,120.0,0,2
765,0,3,1,16.0,0,0,7.775,0,0
766,1,1,0,51.0,1,0,77.9583,0,3
767,0,1,1,38.0,0,0,39.6,1,2
768,0,3,0,30.5,0,0,7.75,2,2
769,0,3,1,25.0,1,0,24.15,2,1
770,0,3,1,32.0,0,0,8.3625,0,2
771,0,3,1,24.0,0,0,9.5,0,1
772,0,3,1,48.0,0,0,7.8542,0,2
773,0,2,0,57.0,0,0,10.5,0,3
774,0,3,1,25.0,0,0,7.225,1,1
775,1,2,0,54.0,1,3,23.0,0,3
776,0,3,1,18.0,0,0,7.75,0,1
777,0,3,1,25.0,0,0,7.75,2,1
778,1,3,0,5.0,0,0,12.475,0,0
779,0,3,1,25.0,0,0,7.7375,2,1
780,1,1,0,43.0,0,1,211.3375,0,2
781,1,3,0,13.0,0,0,7.2292,1,0
782,1,1,0,17.0,1,0,57.0,0,0
783,0,1,1,29.0,0,0,30.0,0,1
784,0,3,1,25.0,1,2,23.45,0,1
785,0,3,1,25.0,0,0,7.05,0,1
786,0,3,1,25.0,0,0,7.25,0,1
787,1,3,0,18.0,0,0,7.4958,0,1
788,0,3,1,8.0,4,1,29.125,2,0
789,1,3,1,1.0,1,2,20.575,0,0
790,0,1,1,46.0,0,0,79.2,1,2
791,0,3,1,25.0,0,0,7.75,2,1
792,0,2,1,16.0,0,0,26.0,0,0
793,0,3,0,25.0,8,2,69.55,0,1
794,0,1,1,38.0,0,0,30.6958,1,2
795,0,3,1,25.0,0,0,7.8958,0,1
796,0,2,1,39.0,0,0,13.0,0,2
797,1,1,0,49.0,0,0,25.9292,0,2
798,1,3,0,31.0,0,0,8.6833,0,2
799,0,3,1,30.0,0,0,7.2292,1,2
800,0,3,0,30.0,1,1,24.15,0,2
801,0,2,1,34.0,0,0,13.0,0,2
802,1,2,0,31.0,1,1,26.25,0,2
803,1,1,1,11.0,1,2,120.0,0,0
804,1,3,1,0.42,0,1,8.5167,1,0
805,1,3,1,27.0,0,0,6.975,0,1
806,0,3,1,31.0,0,0,7.775,0,2
807,0,1,1,39.0,0,0,0.0,0,2
808,0,3,0,18.0,0,0,7.775,0,1
809,0,2,1,39.0,0,0,13.0,0,2
810,1,1,0,33.0,1,0,53.1,0,2
811,0,3,1,26.0,0,0,7.8875,0,1
812,0,3,1,39.0,0,0,24.15,0,2
813,0,2,1,35.0,0,0,10.5,0,2
814,0,3,0,6.0,4,2,31.275,0,0
815,0,3,1,30.5,0,0,8.05,0,2
816,0,1,1,38.0,0,0,0.0,0,2
817,0,3,0,23.0,0,0,7.925,0,1
818,0,2,1,31.0,1,1,37.0042,1,2
819,0,3,1,43.0,0,0,6.45,0,2
820,0,3,1,10.0,3,2,27.9,0,0
821,1,1,0,52.0,1,1,93.5,0,3
822,1,3,1,27.0,0,0,8.6625,0,1
823,0,1,1,38.0,0,0,0.0,0,2
824,1,3,0,27.0,0,1,12.475,0,1
825,0,3,1,2.0,4,1,39.6875,0,0
826,0,3,1,25.0,0,0,6.95,2,1
827,0,3,1,25.0,0,0,56.4958,0,1
828,1,2,1,1.0,0,2,37.0042,1,0
829,1,3,1,25.0,0,0,7.75,2,1
830,1,1,0,62.0,0,0,80.0,0,3
831,1,3,0,15.0,1,0,14.4542,1,0
832,1,2,1,0.83,1,1,18.75,0,0
833,0,3,1,25.0,0,0,7.2292,1,1
834,0,3,1,23.0,0,0,7.8542,0,1
835,0,3,1,18.0,0,0,8.3,0,1
836,1,1,0,39.0,1,1,83.1583,1,2
837,0,3,1,21.0,0,0,8.6625,0,1
838,0,3,1,25.0,0,0,8.05,0,1
839,1,3,1,32.0,0,0,56.4958,0,2
840,1,1,1,38.0,0,0,29.7,1,2
841,0,3,1,20.0,0,0,7.925,0,1
842,0,2,1,16.0,0,0,10.5,0,0
843,1,1,0,30.0,0,0,31.0,1,2
844,0,3,1,34.5,0,0,6.4375,1,2
845,0,3,1,17.0,0,0,8.6625,0,0
846,0,3,1,42.0,0,0,7.55,0,2
847,0,3,1,25.0,8,2,69.55,0,1
848,0,3,1,35.0,0,0,7.8958,1,2
849,0,2,1,28.0,0,1,33.0,0,1
850,1,1,0,38.0,1,0,89.1042,1,2
851,0,3,1,4.0,4,2,31.275,0,0
852,0,3,1,74.0,0,0,7.775,0,3
853,0,3,0,9.0,1,1,15.2458,1,0
854,1,1,0,16.0,0,1,39.4,0,0
855,0,2,0,44.0,1,0,26.0,0,2
856,1,3,0,18.0,0,1,9.35,0,1
857,1,1,0,45.0,1,1,164.8667,0,2
858,1,1,1,51.0,0,0,26.55,0,3
859,1,3,0,24.0,0,3,19.2583,1,1
860,0,3,1,25.0,0,0,7.2292,1,1
861,0,3,1,41.0,2,0,14.1083,0,2
862,0,2,1,21.0,1,0,11.5,0,1
863,1,1,0,48.0,0,0,25.9292,0,2
864,0,3,0,25.0,8,2,69.55,0,1
865,0,2,1,24.0,0,0,13.0,0,1
866,1,2,0,42.0,0,0,13.0,0,2
867,1,2,0,27.0,1,0,13.8583,1,1
868,0,1,1,31.0,0,0,50.4958,0,2
869,0,3,1,25.0,0,0,9.5,0,1
870,1,3,1,4.0,1,1,11.1333,0,0
871,0,3,1,26.0,0,0,7.8958,0,1
872,1,1,0,47.0,1,1,52.5542,0,2
873,0,1,1,33.0,0,0,5.0,0,2
874,0,3,1,47.0,0,0,9.0,0,2
875,1,2,0,28.0,1,0,24.0,1,1
876,1,3,0,15.0,0,0,7.225,1,0
877,0,3,1,20.0,0,0,9.8458,0,1
878,0,3,1,19.0,0,0,7.8958,0,1
879,0,3,1,25.0,0,0,7.8958,0,1
880,1,1,0,56.0,0,1,83.1583,1,3
881,1,2,0,25.0,0,1,26.0,0,1
882,0,3,1,33.0,0,0,7.8958,0,2
883,0,3,0,22.0,0,0,10.5167,0,1
884,0,2,1,28.0,0,0,10.5,0,1
885,0,3,1,25.0,0,0,7.05,0,1
886,0,3,0,39.0,0,5,29.125,2,2
887,0,2,1,27.0,0,0,13.0,0,1
888,1,1,0,19.0,0,0,30.0,0,1
889,0,3,0,25.0,1,2,23.45,0,1
890,1,1,1,26.0,0,0,30.0,1,1
891,0,3,1,32.0,0,0,7.75,2,2
